Log_degree,Log_frequency
0.0,13.680680036122416
0.6931471805599453,12.311675131910723
1.0986122886681096,11.623088430383806
1.3862943611198906,11.171927000416503
1.6094379124341003,10.848773821251536
1.791759469228055,10.585573785736647
1.9459101490553132,10.359582401595613
2.0794415416798357,10.138441090609696
2.197224577336219,9.961662116587199
2.3025850929940455,9.814492390964565
2.3978952727983707,9.65181591760738
2.5249280036247685,9.437021078269465
2.6390573296152584,9.250810304529896
2.7403194616709956,9.076723211996041
2.833213344056216,8.897682313454224
2.9174053685313024,8.772096371663048
3.043765721545243,8.544443251509621
3.1567740231385475,8.34847773941825
3.257603076298004,8.16760073433508
3.3668992406079443,7.997062291152223
3.4654102229171175,7.826495813131747
3.5550758415205617,7.655850306336265
3.6502362931535477,7.48591744515827
3.7606587848739634,7.31486424251658
3.8707666625291637,7.118337208730958
3.969935699330924,6.947651989759253
4.068600306569541,6.781041357203311
4.173913504469346,6.623021281440635
4.2830867163598985,6.436184730897166
4.387851818032598,6.2808318661577776
4.488215233628685,6.121711106878975
4.589631067699019,5.961824042662812
4.6909267266120835,5.76751548263512
4.795312027434341,5.630584320194047
4.9011147009982166,5.475752501923607
5.003525587852446,5.28557512583565
5.105504354031853,5.132038007866387
5.20903788433351,4.929306915233185
5.312760736773728,4.79623219909839
5.415665494813414,4.632902183159934
5.519006742600045,4.453951328434521
5.621783756384204,4.295186291226183
5.72476364859723,4.1202486241005385
5.8285040907343895,3.9635994576204023
5.931799225312905,3.7354885406382823
6.035040387716241,3.6116635246334043
6.138359359303063,3.425797198289301
6.241780059128855,3.2025545649484104
6.345189710825655,3.024986812797483
6.4484484098174315,2.7930036557095326
6.551353914435545,2.6743507645554874
6.654354091049041,2.4018157713472497
6.757077564832266,2.1796806227927026
6.86021464794212,2.0033162732865586
6.963447086688736,1.8704109515848544
7.066983816211119,1.5365013306751512
7.1703700190719495,1.3143056352984686
7.272393538710177,1.1130382137007577
7.3756926870607975,0.9024108322510004
7.476868825819275,0.73792861989756
7.580672684838944,0.5024381277893523
7.684546335038901,0.40659367890835635
7.790080027206992,0.29826163961370095
7.892418450242585,0.23111963848549405
7.989970355403067,0.15262716032201484
8.096574426192092,0.1255224810593532
8.198807068460578,0.08276384245491883
8.30204018706678,0.0
8.40020246342177,0.04200892003393608
8.507359077049815,0.0
8.61759537646896,0.0
8.718790543163639,0.0
8.816436105888409,0.046209812037329684
8.920206585307803,0.0
9.038018278888691,0.0
9.126058109739592,0.0
9.231384678858873,0.0
9.345578216911193,0.0
9.436783069346744,0.0
9.547661408137042,0.0
9.70063670448968,0.0
9.870251165235995,0.0
10.211854216180742,0.0
