Log_degree,Log_frequency
0.0,10.207768596643277
0.6931471805599453,10.069256195989015
1.0986122886681096,9.928765359720396
1.3862943611198906,9.857548320594683
1.6094379124341003,9.941120467342978
1.791759469228055,9.800457652216584
1.9459101490553132,9.715107681158209
2.0794415416798357,9.657906656102982
2.197224577336219,9.615738811195358
2.3025850929940455,9.552652665079078
2.4414009612931853,9.439198413529457
2.5649493574615367,9.31072854600745
2.6735537653587342,9.216777506874234
2.772588722239781,9.114600099695346
2.8617925509761903,9.02219584747301
2.9700856263602153,8.868072013363419
3.090353035670296,8.679361222660226
3.198464827608073,8.516755680055866
3.2953793047336717,8.338461290394532
3.4170540797333753,8.131360111150725
3.526072049190685,7.95022576903322
3.636892822214061,7.724030146528422
3.7491578586498746,7.499122831188032
3.849694559397598,7.30359549333658
3.960283583680461,7.038957585464189
4.068600306569541,6.779003642752954
4.173913504469346,6.546189834948835
4.2830867163598985,6.274806541685091
4.393940644527899,6.011613584961369
4.504845752003839,5.729069397703407
4.614629940593691,5.463456385922382
4.7224820440045825,5.228469727763996
4.831789417316984,5.0355735981529035
4.941165825853031,4.765239662230065
5.049362474359942,4.510048157765945
5.158559416464289,4.356505939478398
5.267370610390162,4.086911043904536
5.374806471583907,3.7573374623598856
5.482233411117003,3.605713363887394
5.590499250867189,3.369253461077888
5.699936031863499,3.1514790113901205
5.809157301817464,2.8752577036086455
5.917065697446557,2.678359527372405
6.025373499785875,2.6061622682789296
6.133992732840232,2.3868060561580764
6.242701652449965,2.1737121500210614
6.351270662712092,2.0375113832165495
6.460187040423207,1.5803730350587646
6.56899512744933,1.5804444556464363
6.677417887741932,1.2731945150713284
6.785179752111588,1.0029104120642238
6.892821301845418,0.8214004785664705
7.001603135609128,0.6837328079700777
7.112107645369994,0.6293382505847134
7.218513398041499,0.38259962996207336
7.325000216943793,0.3471242327681194
7.4373115360813085,0.1515553582061208
7.541420675573589,0.1512607894350959
7.651592287955322,0.17501889860552136
7.763243848370884,0.19972466638364697
7.877119159584877,0.04699302919050476
7.9741988891362885,0.06398281666707187
8.088724357228601,0.037980667427942205
8.202305450387556,0.08154672712469944
8.30274895190086,0.07062341845217657
8.412104715307118,0.0
8.514102461067823,0.0
8.63851771343275,0.0
8.724319242394508,0.0
8.850320465552313,0.0
8.967649052483958,0.09241962407465937
9.096218006687325,0.0
9.147503611832809,0.0
9.28488990096449,0.0
9.404836199591735,0.0
9.546383918071617,0.0
9.624535376754926,0.0
9.6957721905413,0.0
10.121907373311242,0.0
10.399250287031002,0.0
10.73286313520291,0.0
10.747315112676567,0.0
