Log_degree,Log_frequency
0.0,11.123830629775384
0.6931471805599453,10.674844993632632
1.0986122886681096,10.5551875431819
1.3862943611198906,10.530948887366618
1.6094379124341003,10.511920715155126
1.791759469228055,10.513470491835305
1.9459101490553132,10.520293499839351
2.0794415416798357,10.531109058215865
2.197224577336219,10.528944584126123
2.3025850929940455,10.54207294510339
2.3978952727983707,10.53523793823075
2.4849066497880004,10.54141267859585
2.5649493574615367,10.526936255584875
2.6735537653587342,10.530588634428822
2.8029010331479984,10.526451411761306
2.9174053685313024,10.511760697889265
3.020127355638707,10.489590687268722
3.113268334643733,10.468871226926902
3.2183420644125427,10.446651851641024
3.3140206880897667,10.405140883087839
3.4170540797333753,10.36331630447372
3.526072049190685,10.30483627396907
3.623896164239092,10.26281293538157
3.737102177742687,10.17559618496669
3.849694559397598,10.08711762393881
3.9508736633700585,10.000985713852586
4.051343526746068,9.900779907728003
4.15839438432609,9.784500663647837
4.262282854604665,9.659694271951265
4.362672323930439,9.52072334438365
4.471099501614482,9.359706162043027
4.57941811819138,9.181099971725962
4.68170223023346,9.006689998797855
4.787005209121718,8.805917998416081
4.8936452150039615,8.57971505390737
4.996785846727689,8.354096340186832
5.1024127792106135,8.089854637879803
5.20903788433351,7.8177880222121345
5.312760736773728,7.543779990796092
5.417848605076819,7.259360701263442
5.523010353793992,6.960920877003664
5.628934694167892,6.6453721063666915
5.734512753062478,6.329142815365296
5.838729431084191,6.031492329349847
5.943652702495183,5.688917643078669
6.049263956569396,5.405318146979433
6.15440695469317,5.096022630368349
6.259120435925467,4.803168264113274
6.364291200705252,4.583166500420227
6.469562529173185,4.379389742200606
6.575305145095767,4.164525424486355
6.680402491137744,3.9183972684888504
6.78512719995411,3.462180134555026
6.890651374750226,2.598354557612086
6.996219881462947,1.8674580206465972
7.101288249899769,1.450811041098274
7.205038964192483,1.065827448321976
7.309478938541293,0.8501719997272639
7.4159588220778785,0.5662738768129307
7.520189784520231,0.5026898297201083
7.626919332379039,0.32791764667895573
7.7330358896604645,0.1992901297878434
7.83598273233021,0.1436127517668895
7.941920499294869,0.07805252035859167
8.04261979435763,0.06845898079604398
8.15345193086005,0.11552453009332421
8.256824994596768,0.06707875940902695
8.364482847258857,0.025205352020361647
8.468646035334613,0.015068416968694463
8.573413221683943,0.059164444042571436
8.679194629981852,0.0
8.78074107141242,0.0
8.891721981707809,0.0
8.996453560002747,0.0
9.089620786492913,0.0
9.210600336145843,0.0
9.297099506884734,0.0
9.413002870406604,0.0
9.519209630427298,0.0
9.598693886108803,0.0
9.736872487687535,0.0
9.828871640328128,0.0
9.931845903201458,0.0
10.059782161878632,0.0
10.135846451059432,0.0
10.256358981121611,0.0
10.413702990176423,0.0
