Log_degree,Log_frequency
0.0,8.829519094780778
0.6931471805599453,8.765146421639022
1.0986122886681096,8.653994232908383
1.3862943611198906,8.536995818712416
1.6094379124341003,8.43771698991444
1.791759469228055,8.3133619511344
1.9459101490553132,8.226038429485484
2.0794415416798357,8.119100837637486
2.197224577336219,8.063377822367027
2.3025850929940455,7.93164402145431
2.3978952727983707,7.821643126239982
2.4849066497880004,7.7664168980196555
2.5649493574615367,7.679713639966372
2.6390573296152584,7.634820677745543
2.70805020110221,7.569927655242652
2.772588722239781,7.5071410797276075
2.8617925509761903,7.3762811406431785
2.9444389791664403,7.280697195384741
3.020127355638707,7.191982442483408
3.113268334643733,7.059175332370281
3.198464827608073,6.956381697521002
3.2769667020129054,6.842953719778784
3.3497501700808385,6.753878190955417
3.4336401629823428,6.6135871432031825
3.526072049190685,6.485610298841639
3.5972184255501674,6.400325044849247
3.675899831668569,6.258595513892332
3.761019789298397,6.129566311532849
3.839163124719341,5.989582476596533
3.921728163711131,5.869763737032441
3.9979902090210038,5.79412974597215
4.077250029736421,5.575264222262778
4.158638841343671,5.453565011063176
4.24102467787851,5.3019714663142885
4.323876706119746,5.1561581871915045
4.406421650315403,4.974852040577093
4.488383764716371,4.859539393543305
4.569260981473533,4.7114955816633595
4.6489465904190315,4.566852306399436
4.727126649111466,4.420471012396138
4.807836010237906,4.207253719089299
4.890066324350625,4.0827253563238735
4.969572069470233,3.9449478469363557
5.049568219675269,3.838707989014431
5.13256998076225,3.6829369138720067
5.214659944142182,3.4793353135918745
5.295547150502184,3.3378114746838086
5.3750210874281406,3.087938439752904
5.455047038091539,2.789507004382654
5.535104997335546,2.751247382876164
5.616480036503973,2.5756343293203683
5.698500917055822,2.3445795647794676
5.778930236885302,2.2139193370149286
5.859095012423045,1.8847674951841495
5.939894106372564,1.7132892232935018
6.020295987171151,1.6043045022979943
6.101168613776515,1.377224502776225
6.181814415668175,1.081515464687524
6.263226923931007,0.9806102950436932
6.3438409300104945,0.7846837423211894
6.424274187795834,0.6917380692764391
6.500957832218466,0.6271246441625702
6.584990957484987,0.5079281791704058
6.6682154881561155,0.5532495442928007
6.7480060858088295,0.22172468583822874
6.830619833615994,0.3467014302175042
6.908569541594081,0.15258057827148017
6.99082509176368,0.18348013603057375
7.066937995722711,0.20286584360063972
7.147715788384048,0.11240224549620734
7.232481272289759,0.12836058899258246
7.307895415162011,0.12424533248940002
7.382098322064992,0.08154672712469944
7.470827476810886,0.0
7.564057573915901,0.0
7.630119997992868,0.0
7.7031132787260335,0.0
7.795662055877828,0.0
7.868420544022598,0.0
7.988849113353659,0.0
7.99967857949945,0.0
