Log_degree,Log_frequency
0.0,13.8505224263435
0.6931471805599453,13.220065240307681
1.0986122886681096,12.875598014987146
1.3862943611198906,12.594439067396431
1.6094379124341003,12.386425599229284
1.791759469228055,12.195208847592955
1.9459101490553132,12.033134922526559
2.0794415416798357,11.892744506094807
2.197224577336219,11.767939707157623
2.3025850929940455,11.659516211808384
2.3978952727983707,11.54924775096958
2.4849066497880004,11.452548937375877
2.5649493574615367,11.367784079300558
2.6735537653587342,11.240978574943487
2.772588722239781,11.129187601481807
2.8617925509761903,11.0110470419406
2.9700856263602153,10.879256917665657
3.0677824455408693,10.758733979534247
3.1567740231385475,10.634651560420552
3.257603076298004,10.494446029183692
3.3497501700808385,10.356549924980566
3.449357012603377,10.210834434972792
3.5550758415205617,10.04347220073569
3.6502362931535477,9.892549353414534
3.7491578586498746,9.71283206038465
3.839163124719341,9.550668246475297
3.9314409136793294,9.381868696948624
4.033783440803097,9.184676642068368
4.134792981847891,8.971934128988401
4.226522781713572,8.765257218340091
4.3236717760251935,8.548819444826194
4.424469889331112,8.342035190497235
4.5213944773997925,8.100910257482358
4.614793562327856,7.863960439390194
4.709124096627603,7.63515170450614
4.807713691758036,7.3778826589454605
4.90489042692734,7.090855118147363
5.003525587852446,6.8352435461683045
5.102517651502733,6.561257878685711
5.198130501447035,6.3088181683559155
5.295396211995411,6.047824568699651
5.393248500714392,5.819580920236382
5.488561815113486,5.555540676589944
5.584977958911821,5.252927272729029
5.683174548458512,4.961479660631884
5.780362215051954,4.62235958421689
5.87733533347013,4.337556052194205
5.974692497997991,4.1437470817626805
6.071500623603536,3.8633787085496953
6.169207786482462,3.6762183639165453
6.266810206004432,3.196683179109241
6.363501896491813,2.9945313642409874
6.4602948031362395,2.8619447711859327
6.557798474984572,2.576656030500578
6.655051935706402,2.140121738102546
6.751878417058629,1.2548761506488049
6.848115753804088,0.8315159300130621
6.944628124443951,0.723126604534974
7.043050700814589,0.5315876513301858
7.140165001492492,0.3921902273349664
7.238464229545865,0.29903505103755723
7.334538364638236,0.2134649539955152
7.430196785607217,0.1410949406482234
7.524842977654456,0.06301338005090411
7.6262163615881,0.046209812037329684
7.71972154918976,0.03850817669777474
7.80598562218655,0.14340976149516108
7.916471350787816,0.046209812037329684
8.014708300458535,0.03850817669777474
8.10520714629333,0.0
8.210444743790616,0.06931471805599453
8.309497789243098,0.0
8.417671260180697,0.0
8.502844105342307,0.0
8.623879518169517,0.0
8.683440523048768,0.0
8.772437097491041,0.0
8.91086551672786,0.0
8.965183241599078,0.0
9.200198754434053,0.0
9.246093541682,0.0
9.528506035995767,0.0
9.616871578266345,0.0
